# mpfr-decimal-interval-v1 mpfr=4.2.2 work-precision=768 seed=20260715
# operation left right integer lower upper exact
atan -0xe6c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xa66e49472ca3f31e222aefc5d133696f631193be0a91c177c12cf136048df1ec3a01e4648cd7d71a4f32ae3c749962f4511431b84e44e79ab1f495dc708285ac853a34086b67bb83fd7819ed05784b0eabaf634f8f302a56ce64dc8067fcfba4p-767 -0xa66e49472ca3f31e222aefc5d133696f631193be0a91c177c12cf136048df1ec3a01e4648cd7d71a4f32ae3c749962f4511431b84e44e79ab1f495dc708285ac853a34086b67bb83fd7819ed05784b0eabaf634f8f302a56ce64dc8067fcfba3p-767 0
atan -0xc3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0xa6a54011a0a740f1d448ed544580ee24a1872a95c2ed13cb3318a32b1152656dcc9b9d5d135455621ef1ec9383d36f125b029b160e0c37546068a970c26586309fdc85859c6e5186e7ebcc15b0f6192243d2e0c8ee1cfe4b49644a9be7f85c3cp-768 -0xa6a54011a0a740f1d448ed544580ee24a1872a95c2ed13cb3318a32b1152656dcc9b9d5d135455621ef1ec9383d36f125b029b160e0c37546068a970c26586309fdc85859c6e5186e7ebcc15b0f6192243d2e0c8ee1cfe4b49644a9be7f85c3bp-768 0
atan2 0xce000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 0x95000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 0 0xf1d17b72bd485e211717b8f05fc6970380d3bfbcc0fad56c5f15e19e499c24a73e0910397db0e27e442a8b13d11f1ba682c266c9ff56f89666d2edd1a6134332b219c1abcd66ba3081382fac7fdf129c09fe955222f57d76fabd5bd85a2794e1p-768 0xf1d17b72bd485e211717b8f05fc6970380d3bfbcc0fad56c5f15e19e499c24a73e0910397db0e27e442a8b13d11f1ba682c266c9ff56f89666d2edd1a6134332b219c1abcd66ba3081382fac7fdf129c09fe955222f57d76fabd5bd85a2794e2p-768 0
atan2 -0xc1e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 -0xac000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 0 -0xd026eb2ff75ba81dcea4fde5fc1ffe13ee4f6eb13bbf1a3c8fca86760565df85568e0840e7f6429d178ab516c2c2968b47035311779fdae8c8ea15aed0f80edef753f64ef2a08e3d3ab1c618db0ea26b776525201e30ba11d1e1d8a3388a7cc7p-767 -0xd026eb2ff75ba81dcea4fde5fc1ffe13ee4f6eb13bbf1a3c8fca86760565df85568e0840e7f6429d178ab516c2c2968b47035311779fdae8c8ea15aed0f80edef753f64ef2a08e3d3ab1c618db0ea26b776525201e30ba11d1e1d8a3388a7cc6p-767 0
atan2 -0xb2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 0xad400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 0 -0x80ba06322b000198617299917fa85a16bf11178f51ce0cfae16a5884326979a48fc26e98bc3bd6b9d25cbd7ba495e74b104e394452ccb1be1b56b687db2a2374dd0a66ea35aff20598ba28f83cd6bb3a360ee0fd47e37b4478eea7480faa3055p-769 -0x80ba06322b000198617299917fa85a16bf11178f51ce0cfae16a5884326979a48fc26e98bc3bd6b9d25cbd7ba495e74b104e394452ccb1be1b56b687db2a2374dd0a66ea35aff20598ba28f83cd6bb3a360ee0fd47e37b4478eea7480faa3054p-769 0
atan2 -0xeb000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 0xc4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-514 0 -0xc265478ed62efb8c254c6faddb8870317c1a00327b1cedc0e913c4646980e0dd584fe517a54ec0db7d63a56db8fad56cc93fc04687b643cebbcea82fa918928261b0ec6758b9e8ebf2d835561c88c70299fb9d7f07f989114d69ceeec37d16cep-767 -0xc265478ed62efb8c254c6faddb8870317c1a00327b1cedc0e913c4646980e0dd584fe517a54ec0db7d63a56db8fad56cc93fc04687b643cebbcea82fa918928261b0ec6758b9e8ebf2d835561c88c70299fb9d7f07f989114d69ceeec37d16cdp-767 0
sinh -0xbc800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x8435257a90dc6c5ab82fd83a4f40c6f4157ea45542c9cbc8af6e065733c3ebd6d2085ba1ba88a06368ee690afe333195d79687174ecbd701566d7e39071c63f8b791445fc5233fd0a4c131c1d6544eabbfbc400d3b51b29cff58a80e43734877p-766 -0x8435257a90dc6c5ab82fd83a4f40c6f4157ea45542c9cbc8af6e065733c3ebd6d2085ba1ba88a06368ee690afe333195d79687174ecbd701566d7e39071c63f8b791445fc5233fd0a4c131c1d6544eabbfbc400d3b51b29cff58a80e43734876p-766 0
sinh -0x9a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0xa3752bf9c13d6a49650ec661e40cabc97518938e3c80759ce01d4029f4c75a813ae21314048078f20bcd4878e1f76438158879f58413f83f953f1242a4d3ade715e4f351980aafb4c696b4f4399375f1eada71576ebadb7d4ac2606501833a12p-768 -0xa3752bf9c13d6a49650ec661e40cabc97518938e3c80759ce01d4029f4c75a813ae21314048078f20bcd4878e1f76438158879f58413f83f953f1242a4d3ade715e4f351980aafb4c696b4f4399375f1eada71576ebadb7d4ac2606501833a11p-768 0
sinh -0xbfc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x9fa8721d5509ba292acddaf2d0385b2fe83ba70b97ef557d3558cad8c04f752701b99f77b3b4788ff72857101588be7a9386f67913f32d545b09b2743ae3cc60fd84cf43b882b18205694c8000dbaeea6af792eae153d6f1f26aa35be7f97d58p-764 -0x9fa8721d5509ba292acddaf2d0385b2fe83ba70b97ef557d3558cad8c04f752701b99f77b3b4788ff72857101588be7a9386f67913f32d545b09b2743ae3cc60fd84cf43b882b18205694c8000dbaeea6af792eae153d6f1f26aa35be7f97d57p-764 0
sinh 0xd4800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0xa23da1b81a5c01bcfb79802f87ec34d30916423a45db41574c0e32be556de9c7ce4844da4924278d63d13bb0f90b6c2454559516e7d4ffe6ccdabd074862b20ee1061c6f33e3740fa78e5977bea18d031981728df4e86225ba2c859979b0a8e0p-766 0xa23da1b81a5c01bcfb79802f87ec34d30916423a45db41574c0e32be556de9c7ce4844da4924278d63d13bb0f90b6c2454559516e7d4ffe6ccdabd074862b20ee1061c6f33e3740fa78e5977bea18d031981728df4e86225ba2c859979b0a8e1p-766 0
cosh -0xf5800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0xde875a3c2bef7ff089be6dac0600b42b03500b14b241c90078664097c9af2c0b1f986196f709d5b5a860ac55a6fac1deaa3ea3836e8e9155245066d68acb4ad733101fc36f22c88d902f4eec1fa42c855a5fa9077b258ee9c0f795a97af570f8p-766 0xde875a3c2bef7ff089be6dac0600b42b03500b14b241c90078664097c9af2c0b1f986196f709d5b5a860ac55a6fac1deaa3ea3836e8e9155245066d68acb4ad733101fc36f22c88d902f4eec1fa42c855a5fa9077b258ee9c0f795a97af570f9p-766 0
cosh -0xb4400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x86363f22b85d9d7284c0f0dfd4ddf40e11d6e48a8541237063714ade84257879a939dc078df15be4a6afa35964f8dcfe7d8aad76db699f84660396c8d96e28b04390a79b43aa469a798e2ebda3c4e8349145090aee5cbdd64e43501018593b42p-764 0x86363f22b85d9d7284c0f0dfd4ddf40e11d6e48a8541237063714ade84257879a939dc078df15be4a6afa35964f8dcfe7d8aad76db699f84660396c8d96e28b04390a79b43aa469a798e2ebda3c4e8349145090aee5cbdd64e43501018593b43p-764 0
cosh -0xc1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0xa621c3298f2699c70f49075561037281bbb4d7824ba2b04d6537d1aaf82fae39084cdec2a27c3ddede94325c58fde3b55d8d101321ff1d9d42e922935b960687135df4944ef80339fa9740996555ad159f1af33c6b9299d3fdcf4f2f69133112p-767 0xa621c3298f2699c70f49075561037281bbb4d7824ba2b04d6537d1aaf82fae39084cdec2a27c3ddede94325c58fde3b55d8d101321ff1d9d42e922935b960687135df4944ef80339fa9740996555ad159f1af33c6b9299d3fdcf4f2f69133113p-767 0
cosh 0x80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-519 - 0 0x8000400005555582d82e52e530a2af29bdaf5c2dd66557fa607bb087fba65bc2299704cf5f2f1415492425d575909e97d1ec3445d3aeffef28e5b4d168865526c91e81e41ec8e0f0fd8d6d631bf0925cc833fe019280b08eadb60871f4533f89p-767 0x8000400005555582d82e52e530a2af29bdaf5c2dd66557fa607bb087fba65bc2299704cf5f2f1415492425d575909e97d1ec3445d3aeffef28e5b4d168865526c91e81e41ec8e0f0fd8d6d631bf0925cc833fe019280b08eadb60871f4533f8ap-767 0
tanh -0xd5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0xee467086b8720ee54b70625a5cf11a4b0f6d985affa8b03e89b0a469b52630acfabc875d3f707a77fe22d070db76d5c963d2681cb02b66a0beef66b2e9890f05b64597de5fb7030e40df5d9b6312027c128677d03e37ce8f2092793b3abfef13p-768 -0xee467086b8720ee54b70625a5cf11a4b0f6d985affa8b03e89b0a469b52630acfabc875d3f707a77fe22d070db76d5c963d2681cb02b66a0beef66b2e9890f05b64597de5fb7030e40df5d9b6312027c128677d03e37ce8f2092793b3abfef12p-768 0
tanh 0xeb800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xffac9cf71c267988f66ada51fe404e24b7a31f45088b8fb3270958e65abb9fcf10bb0bc290aa6de406c805f2092066992d741ea6d146de126cfc6c3235d37069ae679f759f4b690006da00d16e468f288f8af0fc42442368bd2f3f19cc400410p-768 0xffac9cf71c267988f66ada51fe404e24b7a31f45088b8fb3270958e65abb9fcf10bb0bc290aa6de406c805f2092066992d741ea6d146de126cfc6c3235d37069ae679f759f4b690006da00d16e468f288f8af0fc42442368bd2f3f19cc400411p-768 0
tanh -0xbe800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0xe72b88282936ad79c3ce69ef3e4826fa81c1b3218d49c567a1da095b4ddf23f0abbaab50819994358cfa1d81f7797b174305d285a4b6c7a90340241b76cfe449cc7cf5263761f5220a7fba3dfe2c1ac58d4a88170729eaa179f484ac9612c421p-768 -0xe72b88282936ad79c3ce69ef3e4826fa81c1b3218d49c567a1da095b4ddf23f0abbaab50819994358cfa1d81f7797b174305d285a4b6c7a90340241b76cfe449cc7cf5263761f5220a7fba3dfe2c1ac58d4a88170729eaa179f484ac9612c420p-768 0
tanh 0x9e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xfc5a9480df5f3b918625b215c3dadeb87bf724eccc02c6aaff64b177b2537dac1338dcc90b074b75e16d2f0cbf0c4d7943c57785b617da9f4ad7d83b4ceb327dc5cad309f6cde916f7cc555aaae08f694023672d092120497369b31758546fc0p-768 0xfc5a9480df5f3b918625b215c3dadeb87bf724eccc02c6aaff64b177b2537dac1338dcc90b074b75e16d2f0cbf0c4d7943c57785b617da9f4ad7d83b4ceb327dc5cad309f6cde916f7cc555aaae08f694023672d092120497369b31758546fc1p-768 0
asinh -0xec000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x81060c529c5d3b73f3ac3b0f86eca626995ea5c16892001ddd45b429f5debd33b071e929573828bd929278dc7ab5934a9e4c3103137f14a316596049bc3ed3986d9cb80b7b2b6639830f533728d6d0c86dfd223bac46e062e9894c43fce9ef90p-766 -0x81060c529c5d3b73f3ac3b0f86eca626995ea5c16892001ddd45b429f5debd33b071e929573828bd929278dc7ab5934a9e4c3103137f14a316596049bc3ed3986d9cb80b7b2b6639830f533728d6d0c86dfd223bac46e062e9894c43fce9ef8fp-766 0
asinh 0xa9800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xd9ba16e06ecce8e8e521a002e0bf2fbd17243936ca1b07bc6387dbc76448f64f31eaba2e942acdf1c7e63ae5db0894ceb9e697a734d6e1a3b25342504128101f55c01ae66dafffd5bef9f528895f99f8822cdae920013617888a86a8214c478fp-767 0xd9ba16e06ecce8e8e521a002e0bf2fbd17243936ca1b07bc6387dbc76448f64f31eaba2e942acdf1c7e63ae5db0894ceb9e697a734d6e1a3b25342504128101f55c01ae66dafffd5bef9f528895f99f8822cdae920013617888a86a8214c4790p-767 0
asinh -0xdb000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0xc68086f7a643c08d8170a50ba64db453888990f3e2c7ff0d7d464f7e8cdc5b8745e0dd8a3bee5b48021e6246bee5004a044f8fe7349966d4881e476514de0554d30309251e2eb43e7c177ab2c69d6820f135703f45d2d24e488790591005c57ep-768 -0xc68086f7a643c08d8170a50ba64db453888990f3e2c7ff0d7d464f7e8cdc5b8745e0dd8a3bee5b48021e6246bee5004a044f8fe7349966d4881e476514de0554d30309251e2eb43e7c177ab2c69d6820f135703f45d2d24e488790591005c57dp-768 0
asinh 0xc8400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xede1628b4523d0926e0044f85ae9bf99f9e9fd4ed051e27254fce9da1cb6ce3c5e63c119f2863b51e5f29298082dbc92cbd7425394db66a6c59069fe6ffa548a0ba48a61928f2159b177058f58ae1dd97a46f436eb8424340ffd40ff9b6e1a75p-767 0xede1628b4523d0926e0044f85ae9bf99f9e9fd4ed051e27254fce9da1cb6ce3c5e63c119f2863b51e5f29298082dbc92cbd7425394db66a6c59069fe6ffa548a0ba48a61928f2159b177058f58ae1dd97a46f436eb8424340ffd40ff9b6e1a76p-767 0
acosh 0xd6600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xd25c66c9e7e4c483cd0ee3413c4ebee7702cbe69d20ed9c2347e476323309cce6e580810114e45849b907bd33fae50f436fdbb30317cc32aed8d93cf65e1f0d4f8b91e7a46fd3b60998c6edb9a3436f607b121095652730ee8abbbd63da7b5f7p-766 0xd25c66c9e7e4c483cd0ee3413c4ebee7702cbe69d20ed9c2347e476323309cce6e580810114e45849b907bd33fae50f436fdbb30317cc32aed8d93cf65e1f0d4f8b91e7a46fd3b60998c6edb9a3436f607b121095652730ee8abbbd63da7b5f8p-766 0
acosh 0x8f600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x8b881a229daa0dec9bb9651099ba1368f28857b91572cee0571df683c2f847ee2b0cf5c268c3da2fae51034394f7734b3a09c621c01d0d4477bdaa445705d39df23de5de4c1739816fff4a5407c7fc44606de510c6aaea89b477f420fd0ebe3dp-766 0x8b881a229daa0dec9bb9651099ba1368f28857b91572cee0571df683c2f847ee2b0cf5c268c3da2fae51034394f7734b3a09c621c01d0d4477bdaa445705d39df23de5de4c1739816fff4a5407c7fc44606de510c6aaea89b477f420fd0ebe3ep-766 0
acosh 0xdcc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xa7a01a1fe4a769ffbc2d0db68086a2dacfbcabf5ea2fd15b0b51bd286e596db0b7179ae4dac22f8a10a9c8ff8c9312388300d81bf6e8a351a1546c05bec72b7c74ceb115f007dca04815423624fa4ab28fbc3a79573a403302414085e7c38c26p-766 0xa7a01a1fe4a769ffbc2d0db68086a2dacfbcabf5ea2fd15b0b51bd286e596db0b7179ae4dac22f8a10a9c8ff8c9312388300d81bf6e8a351a1546c05bec72b7c74ceb115f007dca04815423624fa4ab28fbc3a79573a403302414085e7c38c27p-766 0
acosh 0xb4c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xc767c4fe37efd769d5c47006dbceaae68eedc5522bbc554af9a42820aa714fe2f2065249b605f4f993e94994bff98fbf8f43033f696ab3ec83b7eb8e280e3bfb51edc7d4ca8aa8bbeaf0d246937254d1302fad3a3e5d6a8e1a8e96ff645826f6p-766 0xc767c4fe37efd769d5c47006dbceaae68eedc5522bbc554af9a42820aa714fe2f2065249b605f4f993e94994bff98fbf8f43033f696ab3ec83b7eb8e280e3bfb51edc7d4ca8aa8bbeaf0d246937254d1302fad3a3e5d6a8e1a8e96ff645826f7p-766 0
atanh 0xc8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-514 - 0 0xca9a5c7d56ab2670f8855e7d161da14257f643e8248707f65e8815321333dd406a3f61970f9e624d992fe71a11d9a192d62655b52695b1808373b18348fddf9eeb4ae6768df2d4c8ca94c8f28e0232152df78dd1623eb3d28349899a270ac427p-770 0xca9a5c7d56ab2670f8855e7d161da14257f643e8248707f65e8815321333dd406a3f61970f9e624d992fe71a11d9a192d62655b52695b1808373b18348fddf9eeb4ae6768df2d4c8ca94c8f28e0232152df78dd1623eb3d28349899a270ac428p-770 0
atanh 0x96000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0xabe49bac4ee9fb31faf583758c7c51a0659389129418c5dfe122551739ca18818f1f9b58e5443f61707f5e6e37d261a47ae84c7cc228dc3fdeedfd8772d8b96ed5b949fca4cc77333921ab7e1b319c7a6992b199f1963d30f72b057a938d8749p-768 0xabe49bac4ee9fb31faf583758c7c51a0659389129418c5dfe122551739ca18818f1f9b58e5443f61707f5e6e37d261a47ae84c7cc228dc3fdeedfd8772d8b96ed5b949fca4cc77333921ab7e1b319c7a6992b199f1963d30f72b057a938d874ap-768 0
atanh -0x88000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-514 - 0 -0x88cee70cdedd7be6248d23a08e07b73ab3d7edc99eab51a58f48e5b8487d59d3e902036dfa679119b4592e64672885d2996a66af6f0f19dac784d0704ee1a47e029d4b5ba720f4a06150d482bd28783e022d720117f94bcfcdc2351ecff89a98p-770 -0x88cee70cdedd7be6248d23a08e07b73ab3d7edc99eab51a58f48e5b8487d59d3e902036dfa679119b4592e64672885d2996a66af6f0f19dac784d0704ee1a47e029d4b5ba720f4a06150d482bd28783e022d720117f94bcfcdc2351ecff89a97p-770 0
atanh -0xf9000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0x88eaafcc54373e1ee3eb8e70d38bdd6a86f5456665d796e444adca5daa2efb8b30c04fc039c408cd2630e6b757cf379b1434eb981f70635b4594bac640d6e1fe5cab20bd95dd2cafbeac113cb6c1dc8a32ca9c7596e56b9d91c0447ad1053163p-766 -0x88eaafcc54373e1ee3eb8e70d38bdd6a86f5456665d796e444adca5daa2efb8b30c04fc039c408cd2630e6b757cf379b1434eb981f70635b4594bac640d6e1fe5cab20bd95dd2cafbeac113cb6c1dc8a32ca9c7596e56b9d91c0447ad1053162p-766 0
