# mpfr-elementary-v1 mpfr=4.2.2 cases-per-cell=4 seed=20260715
# operation precision rounding left right integer expected inexact invalid division_by_zero
cos 24 na 0x85800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xfc3da1p-25 1 0 0
cos 24 na 0xbe400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xfc5b0ap-24 1 0 0
cos 24 z 0xfdc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xae0a08p-24 1 0 0
cos 24 z 0xd6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0xaba4bcp-24 1 0 0
cos 24 z -0xcf000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0xbdf339p-28 1 0 0
cos 24 z -0xb4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 0xf0578ap-24 1 0 0
cos 24 u 0xf3800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xc9c054p-24 1 0 0
cos 24 u 0x80800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xd8b2a5p-25 1 0 0
cos 24 u -0xc0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x90deabp-27 1 0 0
cos 24 u -0xa3400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xd49aecp-24 1 0 0
cos 24 d -0xa0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-514 - 0 0xfce1a0p-24 1 0 0
cos 24 d -0xb3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0xaf9f73p-26 1 0 0
cos 24 d -0xfe800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xabd3c4p-24 1 0 0
cos 24 d 0xda800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x8b12cdp-26 1 0 0
cos 24 a 0xdfc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xf014f6p-24 1 0 0
cos 24 a 0xca800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xffef75p-24 1 0 0
cos 24 a 0xbbc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xfa7b72p-24 1 0 0
cos 24 a 0xaf800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0xcb238fp-26 1 0 0
cos 53 n -0xd8400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1f1a67315f7447p-53 1 0 0
cos 53 n -0xe3400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1d5bb36c3f63a7p-53 1 0 0
cos 53 n -0xa3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x19bac92111dfcep-53 1 0 0
cos 53 n 0x99000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x17786272d5a468p-54 1 0 0
cos 53 na -0xc9400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1ffff6f1f7c594p-53 1 0 0
cos 53 na -0xaf400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1d6eb9ff81f3aap-53 1 0 0
cos 53 na 0xa0400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x19b611c9e757f6p-53 1 0 0
cos 53 na -0xfa800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x16eb0579d62d5ap-53 1 0 0
cos 53 z 0xa7800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x1096df2470dd21p-54 1 0 0
cos 53 z -0xc8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-515 - 0 0x1fd8f7f1dbcb06p-53 1 0 0
cos 53 z -0xed000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x133d1dc616b37ap-53 1 0 0
cos 53 z 0xc4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 0x1daf0b6b888e83p-53 1 0 0
cos 53 u 0x98000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-514 - 0 0x1fa5ea641c36f3p-53 1 0 0
cos 53 u -0xe7800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1c72db28608e72p-53 1 0 0
cos 53 u 0x82000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x10dde98c28c628p-53 1 0 0
cos 53 u 0xbf000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1f9af7476f3f92p-53 1 0 0
cos 53 d -0xe3c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1d420226f63f1cp-53 1 0 0
cos 53 d 0x80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-514 - 0 0x1fc015527d5bd3p-53 1 0 0
cos 53 d -0xd4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1f88a6496c3517p-53 1 0 0
cos 53 d 0xa2c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1a6f8216a58099p-53 1 0 0
cos 53 a 0xed800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1af3bf5dae28bcp-53 1 0 0
cos 53 a 0xe0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x16d0c449d3e98bp-55 1 0 0
cos 53 a -0x96000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x165815fd1054fep-53 1 0 0
cos 53 a 0xc0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-515 - 0 0x1fdc06bf7e6b9cp-53 1 0 0
cos 113 n -0xd4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-514 - 0 0x1f51104d95a9c7b90e60af6f23414p-113 1 0 0
cos 113 n -0x91000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x147cf5a00a9c0f601cb239e1a3a02p-113 1 0 0
cos 113 n 0xcc800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x1b80523305f784b8006e7843707abp-118 1 0 0
cos 113 n 0x88000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-515 - 0 0x1fedf1b2f0f71cf653fe7dee33b13p-113 1 0 0
cos 113 na 0x84c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1ee01212aa0ecc4e0ecdbf09c679bp-114 1 0 0
cos 113 na -0x8c400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x129be7db06b09fab704498816a9f9p-113 1 0 0
cos 113 na 0xf0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x132b8e9548fce0b00fdb3ccf1d294p-114 1 0 0
cos 113 na 0xa3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x19bac92111dfce433a71bcd4fa66ep-113 1 0 0
cos 113 z 0xd9000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x152cfddce89cd3c4413b87e0c88f8p-113 1 0 0
cos 113 z -0x90800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x144ba3301b03b3b1f722dffe2cd31p-113 1 0 0
cos 113 z 0x9c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 0x1e86aebf29a9ed64e5ebf6ed629a5p-113 1 0 0
cos 113 z 0xadc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1d214f810250f6a6bf458e123615ap-113 1 0 0
cos 113 u 0xdc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x14e4a597e4e10e399b325093ed904p-113 1 0 0
cos 113 u -0xcb000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x1f020837ef1fd16e110cc210c513ap-119 1 0 0
cos 113 u -0xba800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1f2cdd0a68d783638a214786b8c8bp-113 1 0 0
cos 113 u -0xe2800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x19455d1c94ba1f34a9d41e809c257p-115 1 0 0
cos 113 d 0xc5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1fef819a8094eddde380925033349p-113 1 0 0
cos 113 d -0x89000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x1eb5dd1c9c03f1b7e22b068d60fbfp-114 1 0 0
cos 113 d 0xd2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x11dc92e498caddf14601acd01a048p-116 1 0 0
cos 113 d 0xb3c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1e3dfbb790eba02cad3f7aee745adp-113 1 0 0
cos 113 a 0xfe400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x15922646d090048b7dee9c0f8bdaep-113 1 0 0
cos 113 a 0x98000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x1a85ed4373e02d19be06385ec791cp-113 1 0 0
cos 113 a 0xb2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x189241985d871f712367104fb6112p-113 1 0 0
cos 113 a -0x91c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x14c65761a59e47bf69ed91b2aa327p-113 1 0 0
tan 24 n 0xfd000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x94f933p-22 1 0 0
tan 24 n -0xd6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 -0xe3661cp-25 1 0 0
tan 24 n -0x93800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x8fe957p-22 1 0 0
tan 24 n 0x88c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xc98069p-23 1 0 0
tan 24 na -0xe6800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xfda68ap-25 1 0 0
tan 24 na 0xf2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 0x82e559p-24 1 0 0
tan 24 na 0xefc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xb0d5fbp-24 1 0 0
tan 24 na 0x83400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xf5dfc4p-23 1 0 0
tan 24 z -0xc5400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xf4409dp-28 1 0 0
tan 24 z 0xae800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xe19990p-25 1 0 0
tan 24 z -0x9b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0xaa1a7ap-22 1 0 0
tan 24 z -0xc1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0xf05d07p-24 1 0 0
tan 24 u -0x94000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x917060p-22 1 0 0
tan 24 u -0x84800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0xd7a9bcp-23 1 0 0
tan 24 u 0xcac00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xd81f84p-29 1 0 0
tan 24 u 0xdc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x947dcap-23 1 0 0
tan 24 d 0x83800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0xd3dfc1p-23 1 0 0
tan 24 d -0xb0800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0xa4b5d5p-21 1 0 0
tan 24 d -0xe8800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x88f2e2p-24 1 0 0
tan 24 d -0xe7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0xa21437p-23 1 0 0
tan 24 a 0xe9000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x8b882fp-24 1 0 0
tan 24 a 0xe2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x9bba11p-23 1 0 0
tan 24 a 0xd0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 0xdc4090p-25 1 0 0
tan 24 a 0x84000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-514 - 0 0x84bc6dp-26 1 0 0
tan 53 n -0xf9400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1dfcba1d743d75p-53 1 0 0
tan 53 n -0x81400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x109d6996c1de10p-51 1 0 0
tan 53 n 0xfe800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x1209321df9c153p-51 1 0 0
tan 53 n 0xb8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x1dd494676f5de5p-50 1 0 0
tan 53 na -0xbd000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x15293373f78aebp-49 1 0 0
tan 53 na 0x98000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1ed18af0b0ba81p-53 1 0 0
tan 53 na 0xb0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x142aebd53f29e4p-50 1 0 0
tan 53 na -0xaa000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 -0x1611234cb1e73dp-54 1 0 0
tan 53 z -0xc7400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x1cffa5ebb74834p-58 1 0 0
tan 53 z 0xd1c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x117bd1dc7fc5e7p-55 1 0 0
tan 53 z -0x96000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x12fa9491dbe1fbp-51 1 0 0
tan 53 z -0x9d000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x1a541381980522p-53 1 0 0
tan 53 u 0xe0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-514 - 0 0x1c7490a1d1e12ep-55 1 0 0
tan 53 u -0xf6800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1b80d44e927bd0p-53 1 0 0
tan 53 u 0xb4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x15db528f41917cp-54 1 0 0
tan 53 u -0xcac00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1b03f0759b18e7p-58 1 0 0
tan 53 d -0x91800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x1141ee0f5e61e4p-51 1 0 0
tan 53 d -0xc1c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x1d602a17437fcep-56 1 0 0
tan 53 d 0xa7800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1282771e664e47p-53 1 0 0
tan 53 d 0x9c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 0x14206fd465adc7p-54 1 0 0
tan 53 a 0xde000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x15b7f08d245c6bp-54 1 0 0
tan 53 a -0xa0400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x17b5e4e4caf8d0p-53 1 0 0
tan 53 a -0xa9800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x1132c5b87a852fp-53 1 0 0
tan 53 a 0xaec00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1be6e6a0d3eb3cp-54 1 0 0
tan 113 n -0x89000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x1d411037763d899953ee3594748fbp-112 1 0 0
tan 113 n -0xdc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x1ad6828dbee9026cd8165baa7dbc0p-110 1 0 0
tan 113 n -0xdc800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x140f0529b5d44154f6a3109b42ed6p-114 1 0 0
tan 113 n 0xe4c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x1d8e2f7e152516f029dca587faa53p-114 1 0 0
tan 113 na 0x97800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x139e35dd901590ae16ac934bfba21p-111 1 0 0
tan 113 na -0xeb800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x1d037a8dff1e16c251f8e8fd2425ep-111 1 0 0
tan 113 na -0xb6800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x1b63c4485ce02f0a8a9943ec73b6fp-110 1 0 0
tan 113 na 0xfc800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x12d2f79357d689a746566aefb9c1bp-111 1 0 0
tan 113 z 0x93800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x11bd4618a084b8246d5a58e253aa2p-112 1 0 0
tan 113 z -0xa8400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x120333e8d32dac98f89b6be8b6a5bp-113 1 0 0
tan 113 z 0xcbc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x1584683e67ad421438b6f37dcce8dp-117 1 0 0
tan 113 z -0xd0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 -0x1b8811e4d009c2ed07e6dcd815949p-114 1 0 0
tan 113 u -0xa6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 -0x15824d740c3e6d8a85b4d30221b6dp-114 1 0 0
tan 113 u -0xf4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 -0x10851d8f7e487d1f53c3fb2b2a2bbp-113 1 0 0
tan 113 u -0xe5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x1208c7be50f76c9aced2553e17bc4p-110 1 0 0
tan 113 u 0xc9800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x1243082823929efea35a19a8268eap-104 1 0 0
tan 113 d -0x9e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x16e0306c6ebec1e659d3112c12d9cp-111 1 0 0
tan 113 d 0xf4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x1685c574fd1259abad97993e16d7cp-112 1 0 0
tan 113 d -0x96000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x12fa9491dbe1fbb09c2d7c7c80cefp-111 1 0 0
tan 113 d -0xecc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x13f4eb79b87d54cb121b38c1c9ae5p-113 1 0 0
tan 113 a -0xc2c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x1954742f65ef13ffa822c4a0c412dp-116 1 0 0
tan 113 a 0x93000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x12053bf181b7d7ae512eb5709cddep-112 1 0 0
tan 113 a -0xfd000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x10dbe34c21f6db996ff2291138fafp-112 1 0 0
tan 113 a -0xeb000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0x14ec84ead17048ce77fcac195d526p-112 1 0 0
sinpi 24 n 0xae000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0xe76bd8p-24 1 0 0
sinpi 24 n 0xc0400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xc90ab0p-29 1 0 0
sinpi 24 n -0xa3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xfd3aacp-24 1 0 0
sinpi 24 n 0x83400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xa09ae5p-25 1 0 0
sinpi 24 na -0xcdc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x9ff6cbp-24 1 0 0
sinpi 24 na 0xde000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0xbdaef9p-24 1 0 0
sinpi 24 na -0x82200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 -0xd41501p-26 1 0 0
sinpi 24 na 0xb0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 0xe1c598p-24 1 0 0
sinpi 24 z -0x9c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0xa26799p-24 1 0 0
sinpi 24 z -0xcae00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 -0xe04621p-24 1 0 0
sinpi 24 z -0xbd200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x8e9a21p-25 1 0 0
sinpi 24 z -0xcb400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 -0xe4aa59p-24 1 0 0
sinpi 24 u 0xbe800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x96a905p-27 1 0 0
sinpi 24 u -0xe4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0xac7cd3p-25 1 0 0
sinpi 24 u 0xf7800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 -0xbdaef9p-24 1 0 0
sinpi 24 u -0x8e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0xfc3b27p-24 1 0 0
sinpi 24 d -0xb2c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xf6ba07p-24 1 0 0
sinpi 24 d -0xeb200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xe33c59p-24 1 0 0
sinpi 24 d -0xaa400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xe04622p-24 1 0 0
sinpi 24 d -0x80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-515 - 0 -0xc7c5c2p-26 1 0 0
sinpi 24 a -0xc8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-515 - 0 -0x9aa087p-25 1 0 0
sinpi 24 a 0xc9000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xdae881p-25 1 0 0
sinpi 24 a 0xd6800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xe4aa5ap-24 1 0 0
sinpi 24 a -0xb0400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xffec44p-24 1 0 0
sinpi 53 n 0x8e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 0x187c400fba2ebfp-53 1 0 0
sinpi 53 n 0xd7c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0x1d696173c9e68bp-53 1 0 0
sinpi 53 n 0x84000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x1917a6bc29b42cp-56 1 0 0
